hour_of_year,demand_wh,wind_speed_ms,egen_wh,deficit_wh,generator_output_wh
1123,554503.1481869469,4.610264993274858,220912.33477333406,333590.8134136128,333590.8134136128
1124,496111.8636120825,4.3087762743686,172192.93064554254,323918.93296654,323918.93296654
1125,510329.47324459534,3.9570394356446323,120947.83763180877,389381.6356127866,389381.6356127866
1126,450657.1727781832,3.906791315826923,115038.65874124614,335618.51403693703,335618.51403693703
1127,359650.97577972675,4.132907855006616,145883.01510898976,213767.960670737,213767.960670737
1128,312874.1319798032,4.233404094642036,160917.25255844856,151956.87942135465,151956.87942135465
1129,311933.5846283623,4.220842064687608,159037.9728772662,152895.61175109612,152895.61175109612
1130,318217.3587507553,4.057535675280052,134607.33702189577,183610.02172885954,183610.02172885954
1131,357482.0619452537,3.8062950761915033,103220.30096012079,254261.7609851329,254261.7609851329
1132,339474.86933773366,3.6178646268750927,81060.8801205109,258413.98921722276,258413.98921722276
1133,359796.1387524821,3.479682297376391,65412.04216912242,294384.09658335964,294384.09658335964
1134,341120.0531208931,3.354061997832117,54357.45580922631,286762.59731166676,286762.59731166676
1135,471881.9634034336,3.2661277881511253,46619.24535729902,425262.71804613457,425262.71804613457
1136,448590.2441441923,3.869105225963641,110606.77457332418,337983.4695708681,337983.4695708681
1137,383035.9155653665,3.4168721476042543,59884.74898917438,323151.16657619213,323151.16657619213
1138,441863.02448083257,2.3114135116146426,0.0,441863.02448083257,441863.02448083257
1139,397745.3849579676,1.6456259240299902,0.0,397745.3849579676,397745.3849579676
1140,440650.8198416515,1.2813270553515954,0.0,440650.8198416515,440650.8198416515
1141,379178.2373943843,1.055210516171902,0.0,379178.2373943843,379178.2373943843
1142,449528.4888597765,0.6909116474935073,0.0,449528.4888597765,449528.4888597765
1143,445639.615635926,0.6281014977213702,0.0,445639.615635926,445639.615635926
1144,436207.2179646266,0.7788458571744991,0.0,436207.2179646266,436207.2179646266
1145,501310.2494584908,0.9421522465820553,0.0,501310.2494584908,501310.2494584908
1146,502695.3196995402,1.0803345760807568,0.0,502695.3196995402,502695.3196995402
1147,560298.4868879992,1.5576917143489981,0.0,560298.4868879992,560298.4868879992
1148,489635.1915063606,2.148107122207086,0.0,489635.1915063606,489635.1915063606
1149,489570.1765475338,2.6505883203841822,6987.298065826056,482582.8784817077,482582.8784817077
1150,397300.6392801643,3.2661277881511253,46619.24535729902,350681.3939228653,350681.3939228653
1151,389112.1712015447,4.145469884961043,147762.2947901721,241349.8764113726,241349.8764113726
1152,292709.4799028286,4.924315742135542,278195.1913655229,14514.288537305663,14514.288537305663
1153,319133.2773497773,5.200680401132945,336631.3212119669,0.0,0.0
1154,339172.0735419987,4.861505592363406,266738.6200470852,72433.45349491347,72433.45349491347
1155,340565.33437327767,4.4092725140040185,187227.1680950012,153338.16627827648,153338.16627827648
1156,341891.171434425,4.35902439418631,179710.04937027197,162181.12206415302,162181.12206415302
1157,347956.7130400567,4.3087762743686,172192.93064554254,175763.78239451416,175763.78239451416
1158,367474.1974477058,4.082659735188907,138365.89638426044,229108.30106344534,229108.30106344534
1159,414314.1863534663,3.718360866510512,92879.2379016362,321434.9484518301,321434.9484518301
1160,414917.5725223577,3.567616507057383,75151.70122994823,339765.8712924095,339765.8712924095
1161,406220.8335410389,2.4998439609310537,0.0,406220.8335410389,406220.8335410389
1162,453378.43360456784,1.0300864562630472,0.0,453378.43360456784,453378.43360456784
1163,441437.7894747666,0.4271090184505318,0.0,441437.7894747666,441437.7894747666
1164,423041.3382451903,1.3943853249414422,0.0,423041.3382451903,423041.3382451903
1165,359232.4595202699,2.411909751250062,0.0,359232.4595202699,359232.4595202699
1166,474349.7,3.0776973388347146,30037.365817454887,444312.33418254514,444312.33418254514
1167,432241.0181952446,3.4671202674219637,64306.583533132805,367934.4346621118,367934.4346621118
1168,411658.5992237908,4.070097705234479,136486.61670307812,275171.98252071266,275171.98252071266
1169,503600.3393491335,3.9444774056902054,119470.54290916816,384129.7964399653,384129.7964399653
1170,513773.5097988238,4.5977029633204305,218621.02050964654,295152.48928917723,295152.48928917723
1171,518920.1247689049,4.660513113092567,230077.5918280843,288842.53294082056,288842.53294082056
1172,438526.62659450114,4.4092725140040185,187227.1680950012,251299.45849949995,251299.45849949995
1173,472334.106260379,4.245966124596463,162796.5322396309,309537.57402074814,309537.57402074814
1174,445172.7962606436,4.25852815455089,164675.8119208132,280496.98433983035,280496.98433983035
1175,328221.54691754066,4.271090184505318,166555.09160199555,161666.4553155451,161666.4553155451
1176,316622.0173088609,4.245966124596463,162796.5322396309,153825.48506923,153825.48506923
1177,317260.4826320654,4.245966124596463,162796.5322396309,154463.95039243452,154463.95039243452
1178,325859.17903025134,4.195718004778753,155279.41351490142,170579.76551534992,170579.76551534992
1179,366192.7592673389,3.906791315826923,115038.65874124614,251154.10052609275,251154.10052609275
1180,346904.5889874883,3.68067477664723,88447.35373371423,258457.23525377407,258457.23525377407
1181,344211.397390273,3.68067477664723,88447.35373371423,255764.04365655876,255764.04365655876
1182,378326.4064443877,3.818857106145931,104697.59568276149,273628.8107616262,273628.8107616262
1183,450239.2157163123,3.7937330462370764,101743.0062374802,348496.2094788321,348496.2094788321
1184,444669.08335937775,4.233404094642036,160917.25255844856,283751.8308009292,283751.8308009292
1185,444856.3433497527,4.01984958541677,128969.49797834878,315886.84537140396,315886.84537140396
1186,443980.4187166324,4.044973645325625,132728.05734071345,311252.36137591896,311252.36137591896
1187,448512.6423984906,4.220842064687608,159037.9728772662,289474.66952122445,289474.66952122445
1188,460149.5413246064,3.7057988365560846,91401.94317899554,368747.5981456109,368747.5981456109
1189,373554.3203232616,3.366624027786545,55462.91444521596,318091.40587804565,318091.40587804565
1190,416089.39438664814,3.4168721476042543,59884.74898917438,356204.64539747377,356204.64539747377
1191,416836.0745976573,4.007287555462342,127090.21829716631,289745.856300491,289745.856300491
1192,427260.31230826513,5.075060101588671,308693.3665933205,118566.94571494462,118566.94571494462
1193,485976.1022891896,6.117708587806146,571147.5751203744,0.0,0.0
1194,531022.831579228,6.620189785983242,725152.982720662,0.0,0.0
1195,540487.1214580602,6.544817606256678,699345.5483822866,0.0,0.0
1196,469714.5061281088,5.740847689173324,467361.8243957736,2352.6817323352443,2352.6817323352443
1197,438214.7995421867,4.64795108313814,227786.27756439673,210428.52197779,210428.52197779
1198,417487.7355774899,4.396710484049592,185347.888413819,232139.8471636709,232139.8471636709
1199,363694.4775548988,5.062498071634245,305899.57113145606,57794.906423442764,57794.906423442764
1200,315522.7421233926,6.017212348170727,541481.0851799984,0.0,0.0
1201,304735.4705669183,6.846306325162936,802575.2857357893,0.0,0.0
1202,310519.55133473367,6.846306325162936,802575.2857357893,0.0,0.0
1203,340400.9193889738,5.665475509446759,447282.6757166167,0.0,0.0
1204,346891.29752046004,4.183155974824326,153400.1338337192,193491.16368674082,193491.16368674082
1205,343035.3130168817,3.2284416982878428,43302.86944933016,299732.44356755156,299732.44356755156
1206,382737.50358022336,2.9897631291537223,22725.009192732716,360012.4943874907,360012.4943874907
1207,430082.6132772024,2.914390949427158,19227.740053420122,410854.8732237823,410854.8732237823
1208,392934.467312941,3.994725525507915,125379.72179973079,267554.7455132102,267554.7455132102
1209,428003.5489695905,4.5977029633204305,218621.02050964654,209382.52845994398,209382.52845994398
1210,447468.47176111344,3.2284416982878428,43302.86944933016,404165.6023117833,404165.6023117833
1211,428740.4168784967,1.98480073279953,0.0,428740.4168784967,428740.4168784967
1212,445871.2043949989,0.9547142765364828,0.0,445871.2043949989,445871.2043949989
1213,360667.7264281965,0.2889266889518303,0.0,360667.7264281965,360667.7264281965
1214,432302.1982410611,0.8416560069466362,0.0,432302.1982410611,432302.1982410611
1215,452827.309780365,1.30645111526045,0.0,452827.309780365,452827.309780365
1216,422272.072348244,1.5074435945312885,0.0,422272.072348244,422272.072348244
1217,535789.6321333485,1.5953778042122804,0.0,535789.6321333485,535789.6321333485
1218,489558.0269044586,1.5200056244857159,0.0,489558.0269044586,489558.0269044586
1219,519004.7375707614,0.7034736774479348,0.0,519004.7375707614,519004.7375707614
1220,471120.224263862,0.8793420968099183,0.0,471120.224263862,471120.224263862
1221,429845.667252685,1.6581879539844175,0.0,429845.667252685,429845.667252685
1222,402193.7673437807,2.3993477212956345,0.0,402193.7673437807,402193.7673437807
1223,357355.3119685342,3.2661277881511253,46619.24535729902,310736.06661123515,310736.06661123515
1224,342213.0378585854,3.7686089863282213,98788.41679219883,243424.62106638658,243424.62106638658
1225,436338.3953631538,4.158031914915471,149641.57447135443,286696.82089179935,286696.82089179935
1226,400582.3867878128,4.547454843502721,209455.76345489634,191126.62333291647,191126.62333291647
1227,399036.3414783882,4.949439802044398,282777.81989289814,116258.52158549003,116258.52158549003
1228,337302.3388233051,5.539855209902486,413817.4279180222,0.0,0.0
1229,351748.1612175098,6.331263097031412,634188.8662436728,0.0,0.0
1230,387227.0336719914,7.323663463431177,981817.1468942764,0.0,0.0
1231,414175.8838803941,8.140195410468959,1330082.0723969627,0.0,0.0
1232,453856.46362749336,8.02713714087911,1282597.5991692266,0.0,0.0
1233,504717.70687175816,8.152757440423386,1335358.1249778222,0.0,0.0
1234,494394.7937399316,7.160357074023621,917931.6873580407,0.0,0.0
1235,605626.6788742639,5.5649792698113405,420510.47747774114,185116.20139652275,185116.20139652275
1236,481533.8407255439,3.8062950761915033,103220.30096012079,378313.5397654231,378313.5397654231
1237,519147.43273638806,2.700836440201892,9318.810825367791,509828.62191102025,509828.62191102025
1238,1285810.149734995,1.8214943433919737,0.0,1285810.149734995,1285810.149734995
1239,773732.7951585434,2.1606691521615136,0.0,773732.7951585434,773732.7951585434
1240,548281.203243616,2.474719901022199,0.0,548281.203243616,548281.203243616
1241,554759.7560624551,1.7838082535286914,0.0,554759.7560624551,554759.7560624551
1242,555692.4673287136,3.215879668333416,42197.4108133406,513495.05651537306,513495.05651537306
1243,559233.6517297991,2.8390187697005933,15730.47091410753,543503.1808156916,543503.1808156916
1244,489242.6037035146,2.8013326798373113,13981.836344451242,475260.7673590634,475260.7673590634
1245,440510.8098826895,3.6178646268750927,81060.8801205109,359449.92976217857,359449.92976217857
1246,452915.93034100975,3.2661277881511253,46619.24535729902,406296.68498371076,406296.68498371076
1247,452935.9093310785,3.203317638378988,41091.95217735095,411843.9571537276,411843.9571537276
1248,453471.2231738355,3.655550716738375,85492.76428843293,367978.45888540254,367978.45888540254
1249,453585.31255363615,4.132907855006616,145883.01510898976,307702.29744464636,307702.29744464636
1250,438888.5084861075,4.35902439418631,179710.04937027197,259178.45911583555,259178.45911583555
1251,390301.3005636777,4.4469586038673015,192865.00713854833,197436.29342512935,197436.29342512935
1252,382873.8449875137,4.64795108313814,227786.27756439673,155087.56742311694,155087.56742311694
1253,378716.436143322,4.874067622317833,269029.9343107727,109686.50183254929,109686.50183254929
1254,370274.79010036174,5.049936041679817,303105.77566959127,67169.01443077048,67169.01443077048
1255,416884.5987392137,5.338862730631647,367363.07129247836,49521.52744673536,49521.52744673536
1256,502798.1892532839,6.255890917304848,611938.9987883911,0.0,0.0
1257,512111.8111067602,6.419197306712404,660147.0449415018,0.0,0.0
1258,534530.9841335611,5.916716108535308,514213.17131380603,20317.812819755112,20317.812819755112
1259,577003.7903240537,5.112746191451954,317074.75297891465,259929.03734513908,259929.03734513908
1260,549328.8182404701,4.585140933366003,216329.70624595898,332999.11199451116,332999.11199451116
1261,472971.85148508847,4.158031914915471,149641.57447135443,323330.27701373404,323330.27701373404
1262,1330305.9995994333,3.4671202674219637,64306.583533132805,1265999.4160663004,1265999.4160663004
1263,764267.5087645714,2.7510845600196014,11650.323584909505,752617.1851796618,752617.1851796618
1264,559553.9235687512,2.2234793019336507,0.0,559553.9235687512,559553.9235687512
1265,514843.2569222109,1.1557067558073213,0.0,514843.2569222109,514843.2569222109
1266,508000.5567403139,1.4069473548958695,0.0,508000.5567403139,508000.5567403139
1267,542699.8637288949,2.9646390692448676,21559.25281296186,521140.610915933,521140.610915933
1268,494938.9801112144,2.9646390692448676,21559.25281296186,473379.7272982525,473379.7272982525
1269,454648.5251098698,3.517368387239673,69242.52233938556,385406.0027704842,385406.0027704842
1270,480378.69929776987,4.5977029633204305,218621.02050964654,261757.67878812333,261757.67878812333
1271,437798.4144945548,5.213242431087374,339425.11667383194,98373.29782072286,98373.29782072286
1272,433516.3149182896,4.761009352727987,248408.10593758483,185108.20898070477,185108.20898070477
1273,328990.2702163835,3.5927405669662376,78106.29067522954,250883.97954115397,250883.97954115397
1274,311894.85826913634,2.876704859563876,17479.105483763837,294415.7527853725,294415.7527853725
1275,359125.1980565223,3.1153834286979962,33353.741725423664,325771.4563310986,325771.4563310986
1276,313380.26768885844,3.065135308880287,28931.90718146524,284448.3605073932,284448.3605073932
1277,345013.01111674274,2.851580799655021,16313.349103992976,328699.66201274976,328699.66201274976
1278,375125.5179965651,2.6003402005664724,4655.78530628432,370469.73269028077,370469.73269028077
1279,416540.7246240036,2.3993477212956345,0.0,416540.7246240036,416540.7246240036
1280,427265.9412593657,2.7762086199284566,12816.079964680386,414449.86129468534,414449.86129468534
1281,413510.5630567418,2.474719901022199,0.0,413510.5630567418,413510.5630567418
1282,465063.9276982767,1.8089323134375463,0.0,465063.9276982767,465063.9276982767
1283,415842.9388568005,0.803969917083354,0.0,415842.9388568005,415842.9388568005
1284,412861.9667866148,0.5150432281315236,0.0,412861.9667866148,412861.9667866148
1285,369072.7141095959,1.7586841936198365,0.0,369072.7141095959,369072.7141095959
1286,404660.9967261322,2.8013326798373113,13981.836344451242,390679.16038168094,390679.16038168094
1287,418535.7918476425,3.6178646268750927,81060.8801205109,337474.9117271316,337474.9117271316
1288,406288.2365711759,4.208280034733181,157158.69319608388,249129.54337509203,249129.54337509203
1289,552915.4354708964,4.534892813548293,207164.44919120864,345750.9862796878,345750.9862796878
1290,581725.0396210091,4.4469586038673015,192865.00713854833,388860.03248246084,388860.03248246084
1291,528096.8952775332,4.396710484049592,185347.888413819,342749.0068637142,342749.0068637142
1292,467855.0535312962,4.271090184505318,166555.09160199555,301299.9619293007,301299.9619293007
1293,450288.3471903846,4.195718004778753,155279.41351490142,295008.93367548316,295008.93367548316
1294,411928.9175142792,4.183155974824326,153400.1338337192,258528.78368055998,258528.78368055998
1295,363325.39615663496,4.421834543958447,189106.44777618363,174218.94838045133,174218.94838045133
1296,281967.3786620412,4.710761232910277,239242.84888283446,42724.52977920676,42724.52977920676
1297,320043.55832013494,4.911753712181116,275903.8771018355,44139.68121829943,44139.68121829943
1298,322079.74714876484,4.949439802044398,282777.81989289814,39301.9272558667,39301.9272558667
1299,316199.62880181,4.7861334126368416,252990.7344649599,63208.89433685006,63208.89433685006
1300,331585.74710462696,4.459520633821729,194744.28681973062,136841.46028489634,136841.46028489634
1301,355393.7441002395,4.25852815455089,164675.8119208132,190717.93217942628,190717.93217942628
1302,375450.27981239295,3.9193533457813503,116515.9534638868,258934.32634850615,258934.32634850615
1303,418555.0744775313,3.4168721476042543,59884.74898917438,358670.32548835693,358670.32548835693
1304,423351.3453976812,3.1028213987435693,32248.283089434095,391103.0623082471,391103.0623082471
1305,435640.30150956975,2.2737274217513606,0.0,435640.30150956975,435640.30150956975
1306,393730.1824370339,1.5451296843945708,0.0,393730.1824370339,393730.1824370339
1307,431098.7012038076,1.7209981037565547,0.0,431098.7012038076,431098.7012038076
1308,391215.1695360802,2.5877781706120455,4072.9071163989115,387142.2624196813,387142.2624196813
1309,403193.758435712,3.529930417194101,70719.81706202627,332473.9413736857,332473.9413736857
1310,372360.5513893109,4.321338304323027,174072.21032672486,198288.34106258606,198288.34106258606
1311,405354.3476990952,4.974563861953253,287360.44842027326,117993.89927882195,117993.89927882195
1312,434494.9639379148,5.401672880403784,381332.0486018016,53162.91533611319,53162.91533611319
1313,507266.4696505202,5.7910958089910345,480747.9235152116,26518.54613530857,26518.54613530857
1314,513878.9489539902,5.678037539401187,450629.2004964761,63249.7484575141,63249.7484575141
1315,495693.0148592582,5.841343928808744,494134.02263464936,1558.992224608839,1558.992224608839
1316,472865.5162067061,4.88662965227226,271321.2485744603,201544.26763224584,201544.26763224584
1317,429472.06803983456,4.459520633821729,194744.28681973062,234727.78122010393,234727.78122010393
1318,401169.47852330765,4.472082663776156,196623.56650091297,204545.91202239468,204545.91202239468
1319,344947.43177518144,4.35902439418631,179710.04937027197,165237.38240490947,165237.38240490947
1320,340552.51663676935,3.906791315826923,115038.65874124614,225513.8578955232,225513.8578955232
1321,318265.95961255475,3.366624027786545,55462.91444521596,262803.0451673388,262803.0451673388
1322,326020.8440573723,3.2284416982878428,43302.86944933016,282717.97460804216,282717.97460804216
1323,356262.2739410466,3.379186057740972,56568.37308120552,299693.9008598411,299693.9008598411
1324,343956.2671431158,3.542492447148528,72197.11178466692,271759.15535844886,271759.15535844886
1325,337211.7700136257,3.2912518480599804,48830.162629278275,288381.6073843474,288381.6073843474
1326,380575.18647704105,3.065135308880287,28931.90718146524,351643.2792955758,351643.2792955758
1327,447649.89589917375,2.8390187697005933,15730.47091410753,431919.42498506623,431919.42498506623
1328,454794.1071394789,2.864142829609448,16896.227293878386,437897.8798456005,437897.8798456005
1329,415657.23518633744,2.675712380293037,8153.054445596913,407504.1807407405,407504.1807407405
1330,453221.9390091611,2.7385225300651745,11067.445395024099,442154.493614137,442154.493614137
1331,426109.1930701621,3.4671202674219637,64306.583533132805,361802.6095370293,361802.6095370293
1332,427132.6287394559,4.245966124596463,162796.5322396309,264336.096499825,264336.096499825
1333,361093.8582108819,5.4519210002214935,392507.23044926015,0.0,0.0
1334,393225.8620664037,6.19308076753271,593397.4425756561,0.0,0.0
1335,401190.51041244896,6.255890917304848,611938.9987883911,0.0,0.0
1336,439578.5620343662,6.029774378125154,545189.3964225454,0.0,0.0
1337,482501.1332094773,5.904154078580881,510866.64653394656,0.0,0.0
1338,518932.5731667376,4.999687921862107,291943.07694764837,226989.49621908925,226989.49621908925
1339,498714.1549265944,4.911753712181116,275903.8771018355,222810.2778247589,222810.2778247589
1340,453270.6172483265,4.35902439418631,179710.04937027197,273560.5678780545,273560.5678780545
1341,506555.63152383687,3.7811710162826486,100265.71151483948,406289.9200089974,406289.9200089974
1342,413215.2034077096,3.3414999678776898,53251.997173236705,359963.2062344729,359963.2062344729
1343,379241.1533226901,2.9018289194727305,18644.861863534694,360596.2914591554,360596.2914591554
1344,310189.991213305,2.449595841113344,0.0,310189.991213305,310189.991213305
1345,305212.1012664357,2.0224868226628123,0.0,305212.1012664357,305212.1012664357
1346,344599.5833469549,1.8089323134375463,0.0,344599.5833469549,344599.5833469549
1347,347524.1716880272,1.9596766728906752,0.0,347524.1716880272,347524.1716880272
1348,360719.9515924064,2.135545092252659,0.0,360719.9515924064,360719.9515924064
1349,329209.29212194245,2.0224868226628123,0.0,329209.29212194245,329209.29212194245
1350,359021.5124692336,1.6958740438476998,0.0,359021.5124692336,359021.5124692336
1351,369595.3,1.432071414804724,0.0,369595.3,369595.3
1352,418577.5480052893,1.5200056244857159,0.0,418577.5480052893,418577.5480052893
1353,461632.762299692,2.0350488526172397,0.0,461632.762299692,461632.762299692
1354,412683.9158919844,2.7259605001107468,10484.56720513865,402199.34868684574,402199.34868684574
1355,458027.4093137101,3.5801785370118107,76628.99595258894,381398.4133611212,381398.4133611212
1356,410384.7927588278,4.5977029633204305,218621.02050964654,191763.77224918126,191763.77224918126
1357,360388.7385205184,5.552417239856913,417163.9526978817,0.0,0.0
1358,397223.5895666061,6.017212348170727,541481.0851799984,0.0,0.0
1359,404606.3474840851,6.042336408079581,548897.7076650924,0.0,0.0
1360,411688.30241197656,5.904154078580881,510866.64653394656,0.0,0.0
1361,532754.1049068314,5.652913479492332,443936.1509367572,88817.95397007419,88817.95397007419
1362,573239.546372675,4.296214244414172,170313.6509643602,402925.89540831477,402925.89540831477
1363,482825.7599663089,4.044973645325625,132728.05734071345,350097.70262559544,350097.70262559544
1364,475468.07122463366,3.843981166054786,107652.18512804282,367815.88609659084,367815.88609659084
1365,458537.4937136201,3.7434849264193666,95833.82734691752,362703.6663667026,362703.6663667026
1366,415866.02794561954,3.655550716738375,85492.76428843293,330373.26365718665,330373.26365718665
1367,357198.87721828726,3.68067477664723,88447.35373371423,268751.523484573,268751.523484573
1368,310239.6903586677,3.655550716738375,85492.76428843293,224746.92607023477,224746.92607023477
1369,320421.08794937213,3.5550544771029555,73674.40650730756,246746.68144206458,246746.68144206458
1370,328835.0375026242,3.4043101176498265,58779.29035318473,270055.74714943947,270055.74714943947
1371,340964.5400686052,3.3289379379232624,52146.5385372471,288818.0015313581,288818.0015313581
1372,347988.60775499645,3.1405074886068514,35564.65899740291,312423.9487575935,312423.9487575935
1373,342006.01693132985,2.826456739746166,15147.5927242221,326858.42420710775,326858.42420710775
1374,402492.0966959255,2.512405990885481,575.6379770863184,401916.4587188392,401916.4587188392
1375,441160.76533683593,2.349099601477925,0.0,441160.76533683593,441160.76533683593
1376,445218.118001078,3.1781935784701334,38881.03490537174,406337.0830957063,406337.0830957063
1377,415807.3981662047,4.233404094642036,160917.25255844856,254890.14560775613,254890.14560775613
1378,381378.4410571227,5.062498071634245,305899.57113145606,75478.86992566666,75478.86992566666
1379,376750.63711316674,5.816219868899888,487440.97307493025,0.0,0.0
1380,434423.0122631489,6.657875875846525,738056.6998898502,0.0,0.0
1381,401224.8541339495,7.562342032565297,1078280.3679547831,0.0,0.0
1382,389977.648735022,8.265815710013232,1382842.5982055576,0.0,0.0
1383,405373.6737554175,8.56730442891949,1506560.308816864,0.0,0.0
1384,423732.4083013204,8.529618339056208,1492360.1901563792,0.0,0.0
1385,476652.13202234206,7.926640901243692,1238863.3092682194,0.0,0.0
1386,527322.477045879,6.63275181593767,729454.2217770582,0.0,0.0
1387,486741.8130625075,6.255890917304848,611938.9987883911,0.0,0.0
1388,470730.051994376,5.866467988717598,500827.072194368,0.0,0.0
1389,446829.72846837225,5.5649792698113405,420510.47747774114,26319.250990631117,26319.250990631117
1390,419804.5622892473,5.5649792698113405,420510.47747774114,0.0,0.0
1391,348454.75772163033,5.6026653596746225,430550.0518173195,0.0,0.0
1392,317353.81559949095,5.552417239856913,417163.9526978817,0.0,0.0
1393,460786.1470980153,5.678037539401187,450629.2004964761,10156.94660153921,10156.94660153921
1394,398180.61563665,5.828781898854316,490787.49785478966,0.0,0.0
1395,399017.40658213786,5.765971749082179,474054.87395549245,0.0,0.0
1396,368160.27306600247,5.778533779036606,477401.3987353519,0.0,0.0
1397,351590.7959983296,5.401672880403784,381332.0486018016,0.0,0.0
1398,421168.731703285,4.949439802044398,282777.81989289814,138390.91181038687,138390.91181038687
1399,411950.17365016055,4.911753712181116,275903.8771018355,136046.29654832504,136046.29654832504
1400,490532.9769353232,5.338862730631647,367363.07129247836,123169.90564284485,123169.90564284485
1401,515158.5490234509,5.250928520950655,347806.5030594257,167352.0459640252,167352.0459640252
1402,484507.6748818781,5.338862730631647,367363.07129247836,117144.60358939972,117144.60358939972
1403,595359.5276340412,5.539855209902486,413817.4279180222,181542.09971601894,181542.09971601894
1404,475544.6101232706,6.042336408079581,548897.7076650924,0.0,0.0
1405,528103.9065093931,6.745810085527516,768165.3732846216,0.0,0.0
1406,1322973.0041519352,7.223167223795758,942503.0179489006,380469.98620303464,380469.98620303464
1407,737066.6594589528,7.474407822884306,1040788.3403123403,0.0,0.0
1408,510421.1235840767,7.5749040625197255,1083817.7107586951,0.0,0.0
1409,504149.8716147648,7.449283762975451,1030959.8080759966,0.0,0.0
1410,553745.3349196509,6.4945694864389685,682396.9123967835,0.0,0.0
1411,542917.9662212393,5.765971749082179,474054.87395549245,68863.09226574685,68863.09226574685
1412,483263.0633688591,4.949439802044398,282777.81989289814,200485.24347596098,200485.24347596098
1413,508434.481440041,4.384148454095165,183468.60873263664,324965.8727074043,324965.8727074043
1414,467982.7123691405,4.082659735188907,138365.89638426044,329616.8159848801,329616.8159848801
1415,504074.5685424285,3.881667255918068,112084.06929596479,391990.4992464637,391990.4992464637
1416,461520.272556536,3.6053025969206653,79583.58539787025,381936.68715866574,381936.68715866574
1417,476620.5968115664,3.3917480876953996,57673.83171719517,418946.7650943712,418946.7650943712
1418,426058.58113238896,3.4922443273308184,66517.50080511202,359541.08032727696,359541.08032727696
1419,413585.9742585585,3.379186057740972,56568.37308120552,357017.60117735295,357017.60117735295
1420,353451.9424117717,3.1530695185612783,36670.11763339249,316781.8247783792,316781.8247783792
1421,385360.84481921047,2.9520770392904403,20976.374623076426,364384.47019613406,364384.47019613406
1422,416039.8461676189,2.7762086199284566,12816.079964680386,403223.7662029385,403223.7662029385
1423,428451.13509050274,2.6129022305209,5238.663496169769,423212.47159433295,423212.47159433295
1424,479805.1544514686,2.7636465899740292,12233.201774794956,467571.95267667365,467571.95267667365
1425,505129.8794232872,1.9094285530729656,0.0,505129.8794232872,505129.8794232872
1426,496518.8714111059,0.9170281866732005,0.0,496518.8714111059,496518.8714111059
1427,635951.0663683212,0.4899191682226688,0.0,635951.0663683212,635951.0663683212
1428,500156.4572271753,1.2436409654883132,0.0,500156.4572271753,500156.4572271753
1429,501358.1655951383,2.4872819309766263,0.0,501358.1655951383,501358.1655951383
1430,1338718.3305622295,3.68067477664723,88447.35373371423,1250270.9768285153,1250270.9768285153
1431,710122.0645753368,4.710761232910277,239242.84888283446,470879.21569250233,470879.21569250233
1432,522791.25051108544,5.464483030175921,395301.0259111248,127490.22459996067,127490.22459996067
1433,554229.9927721325,6.029774378125154,545189.3964225454,9040.596349587082,9040.596349587082
1434,571617.8762673562,5.715723629264469,460668.7748360544,110949.1014313018,110949.1014313018
1435,525295.6299924761,5.879030018672025,504173.59697422746,21122.03301824862,21122.03301824862
1436,481420.386849366,5.351424760586074,370156.8667543428,111263.52009502321,111263.52009502321
1437,441973.5485080394,4.962001831998825,285069.13415658573,156904.41435145366,156904.41435145366
1438,450580.05664532393,4.911753712181116,275903.8771018355,174676.17954348843,174676.17954348843
1439,475138.2545705005,4.899191682226688,273612.5628381478,201525.69173235272,201525.69173235272
1440,469762.4450729749,4.88662965227226,271321.2485744603,198441.19649851462,198441.19649851462
1441,360783.6660829335,4.911753712181116,275903.8771018355,84879.78898109798,84879.78898109798
1442,363791.482027113,4.949439802044398,282777.81989289814,81013.66213421483,81013.66213421483
1443,374633.2373887239,4.899191682226688,273612.5628381478,101020.67455057608,101020.67455057608
1444,362507.9799089634,4.7861334126368416,252990.7344649599,109517.24544400346,109517.24544400346
1445,378500.97872863925,4.685637173001422,234660.22035545937,143840.75837317988,143840.75837317988
1446,388147.2436110808,4.509768753639438,202581.82066383353,185565.42294724728,185565.42294724728
1447,475632.0474784337,4.296214244414172,170313.6509643602,305318.3965140735,305318.3965140735
1448,482729.9993791991,4.283652214459745,168434.37128317787,314295.62809602125,314295.62809602125
1449,480449.1645223384,3.4419962075131094,62095.66626115362,418353.4982611848,418353.4982611848
1450,484624.8969898804,2.286289451705788,0.0,484624.8969898804,484624.8969898804
1451,441289.0474333491,1.5074435945312885,0.0,441289.0474333491,441289.0474333491
1452,502554.32186421513,1.7963702834831188,0.0,502554.32186421513,502554.32186421513
1453,441064.0338138092,2.700836440201892,9318.810825367791,431745.2229884414,431745.2229884414
1454,397708.2726102081,3.881667255918068,112084.06929596479,285624.2033142433,285624.2033142433
1455,429854.1403033788,5.062498071634245,305899.57113145606,123954.56917192275,123954.56917192275
1456,427991.0403355631,6.105146557851719,567439.2638778274,0.0,0.0
1457,505150.0222997051,7.210605193841331,937588.7518307286,0.0,0.0
1458,544754.2986583959,7.285977373567895,967074.3485397605,0.0,0.0
1459,563219.9298953083,7.26085331365904,957245.8163034165,0.0,0.0
1460,471007.4388907577,6.394073246803549,652730.4224564076,0.0,0.0
