hour_of_year,demand_wh,wind_speed_ms,egen_wh,deficit_wh,generator_output_wh
66,559248.6961296875,2.675712380293037,8153.054445596913,551095.6416840906,551095.6416840906
67,569555.7695748521,2.3742236613867793,0.0,569555.7695748521,569555.7695748521
68,470125.0696307509,1.9345526129818205,0.0,470125.0696307509,470125.0696307509
69,505743.2797783023,1.5074435945312885,0.0,505743.2797783023,505743.2797783023
70,480872.12989940366,1.2562029954427405,0.0,480872.12989940366,480872.12989940366
71,426249.60495119885,1.35669923507816,0.0,426249.60495119885,426249.60495119885
72,471507.6576897408,1.6958740438476998,0.0,471507.6576897408,471507.6576897408
73,466315.8228748651,2.047610882571667,0.0,466315.8228748651,466315.8228748651
74,405412.3062764345,2.361661631432352,0.0,405412.3062764345,405412.3062764345
75,394773.19438285823,2.71339847015632,9901.689015253241,384871.505367605,384871.505367605
76,346260.2444277847,2.9018289194727305,18644.861863534694,327615.38256425003,327615.38256425003
