hour_of_year,demand_wh,wind_speed_ms,egen_wh,delta_e_wh,block_id,battery_soc_wh
26,318928.84438062034,0.3838401112349029,0.0,-318928.84438062034,1,90423091.27370474
27,308981.111032155,0.5234183335021404,0.0,-308981.111032155,1,90114110.16267258
28,293350.6614720746,1.919200556174515,0.0,-293350.6614720746,1,89820759.50120051
29,321818.801189742,2.9311426676119865,10002.509888598086,-311816.2913011439,1,89508943.20989937
30,350752.0234400805,3.6290337789481733,41187.18620215259,-309564.83723792795,1,89199378.37266144
31,441358.0113743993,4.292030334717551,84843.86903687281,-356514.1423375265,1,88842864.23032391
32,431471.7741548584,5.408656112855451,191442.55974952615,-240029.21440533223,1,88602835.01591858
33,410728.6867386722,6.211230890892066,299377.67949566897,-111351.00724300323,1,88491484.00867558
34,390401.7840290093,6.490387335426542,340581.1707089576,-49820.61332005169,1,88441663.39535552
35,427049.3985751564,5.687812557389925,226616.63264433807,-200432.76593081834,1,88241230.6294247
36,455725.0443948312,5.443550668422261,195322.8343285554,-260402.2100662758,1,87980828.41935843
37,364822.5429994007,6.176336335325257,294227.24309400795,-70595.29990539275,1,87910233.11945304
38,371195.6240465962,5.373761557288642,187562.28517049697,-183633.3388760992,1,87726599.78057694
39,366337.8698301222,4.117557556883505,71793.30525488619,-294544.56457523606,1,87432055.2160017
40,399771.30185287487,2.9660372231787955,10812.063577748055,-388959.2382751268,1,87043095.97772658
41,410564.5492474937,0.5583128890689498,0.0,-410564.5492474937,1,86632531.42847909
42,427154.8107251927,1.3259931115387555,0.0,-427154.8107251927,1,86205376.6177539
43,456132.69114629895,2.651986223077511,3526.0803753982573,-452606.6107709007,1,85752770.006983
44,469998.7544212255,0.24426188896766549,0.0,-469998.7544212255,1,85282771.25256178
45,435389.6544180193,3.8035065567822204,51446.18553879456,-383943.46887922473,1,84898827.78368255
46,407634.6454097018,5.408656112855451,191442.55974952615,-216192.08566017565,1,84682635.69802238
47,321424.3128102218,5.827390779657163,245208.45185033412,-76215.86095988768,1,84606419.8370625
48,312329.75743702013,5.199288779454595,168160.912275351,-144168.84516166913,1,84462250.99190082
49,470419.3559948173,5.1294996683209755,160400.36311729247,-310018.9928775248,1,84152231.99902329
50,430197.7320769663,4.745659557086072,122804.15160624978,-307393.5804707165,1,83844838.41855258
51,374000.3341322519,4.222241223583932,79623.64352407813,-294376.6906081738,1,83550461.7279444
52,377450.3185633048,3.7686120012154114,49394.38567146619,-328055.9328918386,1,83222405.79505256
53,368014.4137681268,3.7337174456486015,47342.58580413777,-320671.82796398905,1,82901733.96708857
54,400238.1356708886,3.977979334616267,61705.1848754365,-338532.9507954521,1,82563201.01629311
55,439913.8567127117,4.536292223685217,103709.85080009176,-336204.00591261993,1,82226997.01038049
56,491471.0222032119,4.780554112652882,125986.53507394284,-365484.48712926905,1,81861512.52325122
57,456337.1106758976,4.745659557086072,122804.15160624978,-333532.9590696478,1,81527979.56418157
58,544211.0420129035,4.39671400141798,92674.20730606488,-451536.8347068386,1,81076442.72947472
59,597421.2651114224,4.501397668118408,100527.46733239877,-496893.79777902365,1,80579548.9316957
60,466403.35631180747,4.326924890284361,87453.9817932702,-378949.37451853725,1,80200599.55717716
61,494367.8459034603,4.152452112450315,74403.41801128357,-419964.4278921767,1,79780635.12928498
62,1292009.2521599554,3.6290337789481733,41187.18620215259,-1250822.0659578028,1,78529813.06332718
63,713539.4570712117,3.0009317787456045,11640.998264806596,-701898.4588064051,1,77827914.60452077
64,552677.9106393747,2.756669889777939,5954.7414428481825,-546723.1691965265,1,77281191.43532424
65,470178.3537582652,3.454561001114127,31600.684049021587,-438577.66970924364,1,76842613.76561499
66,559248.6961296875,3.8035065567822204,51446.18553879456,-507802.5105908929,1,76334811.25502409
67,569555.7695748521,4.88523777935331,135533.68547702185,-434022.08409783023,1,75900789.17092626
68,470125.0696307509,8.095536891499771,655662.7472149519,185537.67758420098,2,76086326.84851046
69,505743.2797783023,8.72363889170234,782733.5671967207,276990.28741841845,2,76363317.13592888
70,480872.12989940366,9.596002780872574,921867.5147947754,440995.38489537174,2,76804312.52082425
71,426249.60495119885,9.944948336540667,961368.1516964036,535118.5467452048,2,77339431.06756946
72,471507.6576897408,10.39857755890919,993427.8258173156,521920.1681275748,2,77861351.23569705
73,466315.8228748651,10.39857755890919,993427.8258173156,527112.0029424506,2,78388463.2386395
74,405412.3062764345,10.433472114475999,995688.9930180447,590276.6867416103,2,78978739.92538111
75,394773.19438285823,10.538155781176425,1000000.0,605226.8056171418,2,79583966.73099825
76,346260.2444277847,10.503261225609617,1000000.0,653739.7555722153,2,80237706.48657046
77,391263.76498964673,10.224104781075143,982121.9898136694,590858.2248240226,2,80828564.71139449
78,378245.411399954,10.119421114374713,975338.4882114815,597093.0768115275,2,81425657.78820601
79,399555.5741002494,9.910053780973858,957418.0880062408,557862.5139059913,2,81983520.302112
80,487630.0581011049,10.049632003241095,970816.153810023,483186.09570891806,2,82466706.39782092
81,505957.68862414174,9.805370114273432,945567.8969357525,439610.20831161074,2,82906316.60613254
82,504467.9951258628,8.618955225001912,763011.1643903602,258543.1692644974,2,83164859.77539703
83,623744.8750002095,6.52528189099335,346328.2597380615,-277416.615262148,3,82887443.16013488
84,506399.7417416337,7.118489335629109,450776.51404905366,-55623.227692580025,3,82831819.93244231
85,502710.8436914064,7.013805668928682,430300.3888424502,-72410.4548489562,3,82759409.47759335
86,1259484.3943543304,7.013805668928682,430300.3888424502,-829184.0055118802,3,81930225.47208147
87,795446.1554097644,7.2231730023295375,471252.6392556575,-324193.5161541069,3,81606031.95592736
88,589934.0417206481,7.572118557997631,541294.9301826778,-48639.11153797025,3,81557392.8443894
89,562743.9650919905,8.025747780366153,641007.0338768922,78263.06878490164,4,81635655.9131743
90,595762.3621887558,8.514271558301482,743288.7615839993,147526.3993952435,4,81783182.31256954
91,519774.4229215224,8.549166113868294,749862.8958527866,230088.4729312642,4,82013270.78550081
92,496354.8471816049,8.479377002734674,736269.1705742816,239914.3233926767,4,82253185.10889348
93,537509.1782569268,8.304904224900628,699629.887229132,162120.70897220518,4,82415305.81786568
94,475816.08385665255,8.479377002734674,736269.1705742816,260453.08671762905,4,82675758.90458332
95,428377.0073438724,8.374693336034246,714285.6005671917,285908.59322331933,4,82961667.49780664
96,463191.1461750882,8.967900780670005,828752.507078229,365561.3609031408,4,83327228.85870978
97,275137.07859549945,9.421530003038528,899041.1724630716,623904.0938675723,4,83951132.95257735
98,292282.6245231597,9.630897336439384,925817.5784849382,633534.9539617785,4,84584667.90653913
99,342755.71022400283,9.386635447471717,893723.2421946897,550967.5319706869,4,85135635.4385098
100,302699.78632375033,9.421530003038528,899041.1724630716,596341.3861393214,4,85731976.82464913
101,328425.0306898111,10.119421114374713,975338.4882114815,646913.4575216704,4,86378890.2821708
102,344184.17506246694,10.39857755890919,993427.8258173156,649243.6507548487,4,87028133.93292566
